No,;Time;Source;Destination;;time 1;time 2;delay;delay 1;delay 2;jitter
13115;107,650700;192,168,80,187;202,67,42,206;;107,650700;107,650888;0,000188;-0,00287;0,003058;0,005928
13116;107,650888;192,168,80,187;202,67,42,206;;107,650888;107,653946;0,003058;0,003037;2,1E-05;-0,003016
13117;107,653946;202,67,42,206;192,168,80,187;;107,653946;107,653967;2,1E-05;-0,00026;0,000281;0,000541
13118;107,653967;202,67,42,206;192,168,80,187;;107,653967;107,654248;0,000281;8,1E-05;0,0002;0,000119
13119;107,654248;192,168,80,187;202,67,42,206;;107,654248;107,654448;0,0002;-0,000415;0,000615;0,00103
13120;107,654448;192,168,80,187;202,67,42,206;;107,654448;107,655063;0,000615;0,000587;2,8E-05;-0,000559
13121;107,655063;202,67,42,206;192,168,80,187;;107,655063;107,655091;2,8E-05;2,8E-05;0;-2,8E-05
13122;107,655091;202,67,42,206;192,168,80,187;;107,655091;107,655091;0;0;0;0
13123;107,655091;202,67,42,206;192,168,80,187;;107,655091;107,655091;0;-1,8E-05;1,8E-05;3,6E-05
13124;107,655091;202,67,42,206;192,168,80,187;;107,655091;107,655109;1,8E-05;5E-06;1,3E-05;8E-06
13125;107,655109;202,67,42,206;192,168,80,187;;107,655109;107,655122;1,3E-05;1,42109E-14;1,3E-05;1,3E-05
13126;107,655122;202,67,42,206;192,168,80,187;;107,655122;107,655135;1,3E-05;-1E-05;2,3E-05;3,3E-05
13127;107,655135;202,67,42,206;192,168,80,187;;107,655135;107,655158;2,3E-05;2,3E-05;0;-2,3E-05
13128;107,655158;202,67,42,206;192,168,80,187;;107,655158;107,655158;0;0;0;0
13129;107,655158;202,67,42,206;192,168,80,187;;107,655158;107,655158;0;0;0;0
13130;107,655158;202,67,42,206;192,168,80,187;;107,655158;107,655158;0;0;0;0
13131;107,655158;202,67,42,206;192,168,80,187;;107,655158;107,655158;0;-2,9E-05;2,9E-05;5,8E-05
13132;107,655158;202,67,42,206;192,168,80,187;;107,655158;107,655187;2,9E-05;2,9E-05;0;-2,9E-05
13133;107,655187;202,67,42,206;192,168,80,187;;107,655187;107,655187;0;-0,000263;0,000263;0,000526
13134;107,655187;202,67,42,206;192,168,80,187;;107,655187;107,655450;0,000263;7,9E-05;0,000184;0,000105
13135;107,655450;192,168,80,187;202,67,42,206;;107,655450;107,655634;0,000184;6,4E-05;0,00012;5,6E-05
13136;107,655634;192,168,80,187;202,67,42,206;;107,655634;107,655754;0,00012;0;0,00012;0,00012
13137;107,655754;192,168,80,187;202,67,42,206;;107,655754;107,655874;0,00012;-2,2E-05;0,000142;0,000164
13138;107,655874;192,168,80,187;202,67,42,206;;107,655874;107,656016;0,000142;-2E-06;0,000144;0,000146
13139;107,656016;192,168,80,187;202,67,42,206;;107,656016;107,656160;0,000144;0,000125;1,9E-05;-0,000106
13140;107,656160;192,168,80,187;202,67,42,206;;107,656160;107,656179;1,9E-05;-1E-06;2E-05;2,1E-05
13141;107,656179;202,67,42,206;192,168,80,187;;107,656179;107,656199;2E-05;-6,2E-05;8,2E-05;0,000144
13142;107,656199;202,67,42,206;192,168,80,187;;107,656199;107,656281;8,2E-05;-5,4E-05;0,000136;0,00019
13143;107,656281;192,168,80,187;202,67,42,206;;107,656281;107,656417;0,000136;-3E-06;0,000139;0,000142
13144;107,656417;192,168,80,187;202,67,42,206;;107,656417;107,656556;0,000139;4E-06;0,000135;0,000131
13145;107,656556;192,168,80,187;202,67,42,206;;107,656556;107,656691;0,000135;2E-06;0,000133;0,000131
13146;107,656691;192,168,80,187;202,67,42,206;;107,656691;107,656824;0,000133;-7E-06;0,00014;0,000147
13147;107,656824;192,168,80,187;202,67,42,206;;107,656824;107,656964;0,00014;-3E-06;0,000143;0,000146
13148;107,656964;192,168,80,187;202,67,42,206;;107,656964;107,657107;0,000143;2,1E-05;0,000122;0,000101
13149;107,657107;192,168,80,187;202,67,42,206;;107,657107;107,657229;0,000122;-0,001076;0,001198;0,002274
13150;107,657229;192,168,80,187;202,67,42,206;;107,657229;107,658427;0,001198;-0,002936;0,004134;0,00707
13151;107,658427;202,67,42,206;192,168,80,187;;107,658427;107,662561;0,004134;0,004134;0;-0,004134
13152;107,662561;202,67,42,206;192,168,80,187;;107,662561;107,662561;0;0;0;0
13153;107,662561;202,67,42,206;192,168,80,187;;107,662561;107,662561;0;0;0;0
13154;107,662561;202,67,42,206;192,168,80,187;;107,662561;107,662561;0;0;0;0
13155;107,662561;202,67,42,206;192,168,80,187;;107,662561;107,662561;0;-0,000277;0,000277;0,000554
13156;107,662561;202,67,42,206;192,168,80,187;;107,662561;107,662838;0,000277;0,000101;0,000176;7,5E-05
13157;107,662838;192,168,80,187;202,67,42,206;;107,662838;107,663014;0,000176;1,3E-05;0,000163;0,00015
13158;107,663014;192,168,80,187;202,67,42,206;;107,663014;107,663177;0,000163;-7E-06;0,00017;0,000177
13159;107,663177;192,168,80,187;202,67,42,206;;107,663177;107,663347;0,00017;-0,000215;0,000385;0,0006
13160;107,663347;192,168,80,187;202,67,42,206;;107,663347;107,663732;0,000385;0,000385;0;-0,000385
13161;107,663732;202,67,42,206;192,168,80,187;;107,663732;107,663732;0;0;0;0
13162;107,663732;202,67,42,206;192,168,80,187;;107,663732;107,663732;0;0;0;0
13163;107,663732;202,67,42,206;192,168,80,187;;107,663732;107,663732;0;0;0;0
13164;107,663732;202,67,42,206;192,168,80,187;;107,663732;107,663732;0;0;0;0
13165;107,663732;202,67,42,206;192,168,80,187;;107,663732;107,663732;0;0;0;0
13166;107,663732;202,67,42,206;192,168,80,187;;107,663732;107,663732;0;-4,2E-05;4,2E-05;8,4E-05
13167;107,663732;202,67,42,206;192,168,80,187;;107,663732;107,663774;4,2E-05;-0,000248;0,00029;0,000538
13168;107,663774;202,67,42,206;192,168,80,187;;107,663774;107,664064;0,00029;0,000106;0,000184;7,8E-05
13169;107,664064;192,168,80,187;202,67,42,206;;107,664064;107,664248;0,000184;5,4E-05;0,00013;7,6E-05
13170;107,664248;192,168,80,187;202,67,42,206;;107,664248;107,664378;0,00013;1,4E-05;0,000116;0,000102
13171;107,664378;192,168,80,187;202,67,42,206;;107,664378;107,664494;0,000116;-2E-06;0,000118;0,00012
13172;107,664494;192,168,80,187;202,67,42,206;;107,664494;107,664612;0,000118;0;0,000118;0,000118
13173;107,664612;192,168,80,187;202,67,42,206;;107,664612;107,664730;0,000118;0;0,000118;0,000118
13174;107,664730;192,168,80,187;202,67,42,206;;107,664730;107,664848;0,000118;-2E-06;0,00012;0,000122
13175;107,664848;192,168,80,187;202,67,42,206;;107,664848;107,664968;0,00012;-0,002264;0,002384;0,004648
13176;107,664968;192,168,80,187;202,67,42,206;;107,664968;107,667352;0,002384;0,002358;2,6E-05;-0,002332
13177;107,667352;202,67,42,206;192,168,80,187;;107,667352;107,667378;2,6E-05;2,6E-05;0;-2,6E-05
13178;107,667378;202,67,42,206;192,168,80,187;;107,667378;107,667378;0;-1,8E-05;1,8E-05;3,6E-05
13179;107,667378;202,67,42,206;192,168,80,187;;107,667378;107,667396;1,8E-05;1,8E-05;0;-1,8E-05
13180;107,667396;202,67,42,206;192,168,80,187;;107,667396;107,667396;0;-1,3E-05;1,3E-05;2,6E-05
13181;107,667396;202,67,42,206;192,168,80,187;;107,667396;107,667409;1,3E-05;-0,000225;0,000238;0,000463
13182;107,667409;202,67,42,206;192,168,80,187;;107,667409;107,667647;0,000238;9,4E-05;0,000144;5E-05
13183;107,667647;192,168,80,187;202,67,42,206;;107,667647;107,667791;0,000144;-2,2E-05;0,000166;0,000188
13184;107,667791;192,168,80,187;202,67,42,206;;107,667791;107,667957;0,000166;1E-05;0,000156;0,000146
13185;107,667957;192,168,80,187;202,67,42,206;;107,667957;107,668113;0,000156;1,9E-05;0,000137;0,000118
13186;107,668113;192,168,80,187;202,67,42,206;;107,668113;107,668250;0,000137;7,6E-05;6,1E-05;-1,5E-05
13187;107,668250;192,168,80,187;202,67,42,206;;107,668250;107,668311;6,1E-05;4E-05;2,1E-05;-1,9E-05
13188;107,668311;202,67,42,206;192,168,80,187;;107,668311;107,668332;2,1E-05;-0,00027;0,000291;0,000561
13189;107,668332;202,67,42,206;192,168,80,187;;107,668332;107,668623;0,000291;-0,002924;0,003215;0,006139
13190;107,668623;192,168,80,187;202,67,42,206;;107,668623;107,671838;0,003215;0,003215;0;-0,003215
13191;107,671838;202,67,42,206;192,168,80,187;;107,671838;107,671838;0;-6E-05;6E-05;0,00012
13192;107,671838;202,67,42,206;192,168,80,187;;107,671838;107,671898;6E-05;6E-05;0;-6E-05
13193;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13194;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13195;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13196;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13197;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13198;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13199;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13200;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13201;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13202;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13203;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13204;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13205;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13206;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;0;0;0
13207;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671898;0;-8,7E-05;8,7E-05;0,000174
13208;107,671898;202,67,42,206;192,168,80,187;;107,671898;107,671985;8,7E-05;8,7E-05;0;-8,7E-05
13209;107,671985;202,67,42,206;192,168,80,187;;107,671985;107,671985;0;0;0;0
13210;107,671985;202,67,42,206;192,168,80,187;;107,671985;107,671985;0;0;0;0
13211;107,671985;202,67,42,206;192,168,80,187;;107,671985;107,671985;0;0;0;0
13212;107,671985;202,67,42,206;192,168,80,187;;107,671985;107,671985;0;-2,4E-05;2,4E-05;4,8E-05
13213;107,671985;202,67,42,206;192,168,80,187;;107,671985;107,672009;2,4E-05;1,3E-05;1,1E-05;-2E-06
13214;107,672009;202,67,42,206;192,168,80,187;;107,672009;107,672020;1,1E-05;-1E-05;2,1E-05;3,1E-05
13215;107,672020;202,67,42,206;192,168,80,187;;107,672020;107,672041;2,1E-05;8E-06;1,3E-05;5E-06
13216;107,672041;202,67,42,206;192,168,80,187;;107,672041;107,672054;1,3E-05;-0,000225;0,000238;0,000463
13217;107,672054;202,67,42,206;192,168,80,187;;107,672054;107,672292;0,000238;8,7E-05;0,000151;6,4E-05
13218;107,672292;192,168,80,187;202,67,42,206;;107,672292;107,672443;0,000151;9E-06;0,000142;0,000133
13219;107,672443;192,168,80,187;202,67,42,206;;107,672443;107,672585;0,000142;-9E-06;0,000151;0,00016
13220;107,672585;192,168,80,187;202,67,42,206;;107,672585;107,672736;0,000151;4E-06;0,000147;0,000143
13221;107,672736;192,168,80,187;202,67,42,206;;107,672736;107,672883;0,000147;9,9E-05;4,8E-05;-5,1E-05
13222;107,672883;192,168,80,187;202,67,42,206;;107,672883;107,672931;4,8E-05;2,7E-05;2,1E-05;-6E-06
13223;107,672931;202,67,42,206;192,168,80,187;;107,672931;107,672952;2,1E-05;-5,1E-05;7,2E-05;0,000123
13224;107,672952;202,67,42,206;192,168,80,187;;107,672952;107,673024;7,2E-05;-6,4E-05;0,000136;0,0002
13225;107,673024;192,168,80,187;202,67,42,206;;107,673024;107,673160;0,000136;0;0,000136;0,000136
13226;107,673160;192,168,80,187;202,67,42,206;;107,673160;107,673296;0,000136;-2E-06;0,000138;0,00014
13227;107,673296;192,168,80,187;202,67,42,206;;107,673296;107,673434;0,000138;-4,3E-05;0,000181;0,000224
13228;107,673434;192,168,80,187;202,67,42,206;;107,673434;107,673615;0,000181;6,4E-05;0,000117;5,3E-05
13229;107,673615;192,168,80,187;202,67,42,206;;107,673615;107,673732;0,000117;-3E-06;0,00012;0,000123
13230;107,673732;192,168,80,187;202,67,42,206;;107,673732;107,673852;0,00012;-4E-06;0,000124;0,000128
13231;107,673852;192,168,80,187;202,67,42,206;;107,673852;107,673976;0,000124;-4E-06;0,000128;0,000132
13232;107,673976;192,168,80,187;202,67,42,206;;107,673976;107,674104;0,000128;-6E-06;0,000134;0,00014
13233;107,674104;192,168,80,187;202,67,42,206;;107,674104;107,674238;0,000134;1,2E-05;0,000122;0,00011
13234;107,674238;192,168,80,187;202,67,42,206;;107,674238;107,674360;0,000122;-0,000117;0,000239;0,000356
13235;107,674360;192,168,80,187;202,67,42,206;;107,674360;107,674599;0,000239;0,000105;0,000134;2,9E-05
13236;107,674599;192,168,80,187;202,67,42,206;;107,674599;107,674733;0,000134;4E-06;0,00013;0,000126
13237;107,674733;192,168,80,187;202,67,42,206;;107,674733;107,674863;0,00013;-1,5E-05;0,000145;0,00016
13238;107,674863;192,168,80,187;202,67,42,206;;107,674863;107,675008;0,000145;2,8E-05;0,000117;8,9E-05
13239;107,675008;192,168,80,187;202,67,42,206;;107,675008;107,675125;0,000117;1E-06;0,000116;0,000115
13240;107,675125;192,168,80,187;202,67,42,206;;107,675125;107,675241;0,000116;-1,9E-05;0,000135;0,000154
13241;107,675241;192,168,80,187;202,67,42,206;;107,675241;107,675376;0,000135;1,5E-05;0,00012;0,000105
13242;107,675376;192,168,80,187;202,67,42,206;;107,675376;107,675496;0,00012;-2E-06;0,000122;0,000124
13243;107,675496;192,168,80,187;202,67,42,206;;107,675496;107,675618;0,000122;-0,00462;0,004742;0,009362
13244;107,675618;192,168,80,187;202,67,42,206;;107,675618;107,680360;0,004742;0,004742;0;-0,004742
13245;107,680360;202,67,42,206;192,168,80,187;;107,680360;107,680360;0;-0,000262;0,000262;0,000524
13246;107,680360;202,67,42,206;192,168,80,187;;107,680360;107,680622;0,000262;2,9E-05;0,000233;0,000204
13247;107,680622;192,168,80,187;202,67,42,206;;107,680622;107,680855;0,000233;-0,000378;0,000611;0,000989
13248;107,680855;192,168,80,187;202,67,42,206;;107,680855;107,681466;0,000611;0,000611;0;-0,000611
13249;107,681466;202,67,42,206;192,168,80,187;;107,681466;107,681466;0;0;0;0
13250;107,681466;202,67,42,206;192,168,80,187;;107,681466;107,681466;0;0;0;0
13251;107,681466;202,67,42,206;192,168,80,187;;107,681466;107,681466;0;0;0;0
13252;107,681466;202,67,42,206;192,168,80,187;;107,681466;107,681466;0;0;0;0
13253;107,681466;202,67,42,206;192,168,80,187;;107,681466;107,681466;0;0;0;0
13254;107,681466;202,67,42,206;192,168,80,187;;107,681466;107,681466;0;0;0;0
13255;107,681466;202,67,42,206;192,168,80,187;;107,681466;107,681466;0;0;0;0
13256;107,681466;202,67,42,206;192,168,80,187;;107,681466;107,681466;0;0;0;0
13257;107,681466;202,67,42,206;192,168,80,187;;107,681466;107,681466;0;0;0;0
13258;107,681466;202,67,42,206;192,168,80,187;;107,681466;107,681466;0;0;0;0
13259;107,681466;202,67,42,206;192,168,80,187;;107,681466;107,681466;0;0;0;0
13260;107,681466;202,67,42,206;192,168,80,187;;107,681466;107,681466;0;-5,3E-05;5,3E-05;0,000106
13261;107,681466;202,67,42,206;192,168,80,187;;107,681466;107,681519;5,3E-05;3,7E-05;1,6E-05;-2,1E-05
13262;107,681519;202,67,42,206;192,168,80,187;;107,681519;107,681535;1,6E-05;-2,9E-05;4,5E-05;7,4E-05
13263;107,681535;202,67,42,206;192,168,80,187;;107,681535;107,681580;4,5E-05;4,5E-05;0;-4,5E-05
13264;107,681580;202,67,42,206;192,168,80,187;;107,681580;107,681580;0;0;0;0
13265;107,681580;202,67,42,206;192,168,80,187;;107,681580;107,681580;0;0;0;0
13266;107,681580;202,67,42,206;192,168,80,187;;107,681580;107,681580;0;0;0;0
13267;107,681580;202,67,42,206;192,168,80,187;;107,681580;107,681580;0;0;0;0
13268;107,681580;202,67,42,206;192,168,80,187;;107,681580;107,681580;0;0;0;0
13269;107,681580;202,67,42,206;192,168,80,187;;107,681580;107,681580;0;0;0;0
13270;107,681580;202,67,42,206;192,168,80,187;;107,681580;107,681580;0;0;0;0
13271;107,681580;202,67,42,206;192,168,80,187;;107,681580;107,681580;0;0;0;0
13272;107,681580;202,67,42,206;192,168,80,187;;107,681580;107,681580;0;-4,1E-05;4,1E-05;8,2E-05
13273;107,681580;202,67,42,206;192,168,80,187;;107,681580;107,681621;4,1E-05;-0,000324;0,000365;0,000689
13274;107,681621;202,67,42,206;192,168,80,187;;107,681621;107,681986;0,000365;0,00019;0,000175;-1,5E-05
13275;107,681986;192,168,80,187;202,67,42,206;;107,681986;107,682161;0,000175;2,9E-05;0,000146;0,000117
13276;107,682161;192,168,80,187;202,67,42,206;;107,682161;107,682307;0,000146;4E-06;0,000142;0,000138
13277;107,682307;192,168,80,187;202,67,42,206;;107,682307;107,682449;0,000142;0,000112;3E-05;-8,2E-05
13278;107,682449;202,67,42,206;192,168,80,187;;107,682449;107,682479;3E-05;3E-05;0;-3E-05
13279;107,682479;202,67,42,206;192,168,80,187;;107,682479;107,682479;0;0;0;0
13280;107,682479;202,67,42,206;192,168,80,187;;107,682479;107,682479;0;0;0;0
13281;107,682479;202,67,42,206;192,168,80,187;;107,682479;107,682479;0;0;0;0
13282;107,682479;202,67,42,206;192,168,80,187;;107,682479;107,682479;0;-3E-06;3E-06;6E-06
13283;107,682479;202,67,42,206;192,168,80,187;;107,682479;107,682482;3E-06;6E-06;-3E-06;-9E-06
13284;107,682482;192,168,80,187;202,67,42,206;;107,682482;107,682479;-3E-06;-0,000122;0,000119;0,000241
13285;107,682479;202,67,42,206;192,168,80,187;;107,682479;107,682598;0,000119;-2,1E-05;0,00014;0,000161
13286;107,682598;192,168,80,187;202,67,42,206;;107,682598;107,682738;0,00014;-2E-05;0,00016;0,00018
13287;107,682738;192,168,80,187;202,67,42,206;;107,682738;107,682898;0,00016;2,5E-05;0,000135;0,00011
13288;107,682898;192,168,80,187;202,67,42,206;;107,682898;107,683033;0,000135;2E-06;0,000133;0,000131
13289;107,683033;192,168,80,187;202,67,42,206;;107,683033;107,683166;0,000133;2E-06;0,000131;0,000129
13290;107,683166;192,168,80,187;202,67,42,206;;107,683166;107,683297;0,000131;-9E-06;0,00014;0,000149
13291;107,683297;192,168,80,187;202,67,42,206;;107,683297;107,683437;0,00014;3E-06;0,000137;0,000134
13292;107,683437;192,168,80,187;202,67,42,206;;107,683437;107,683574;0,000137;-3E-06;0,00014;0,000143
13293;107,683574;192,168,80,187;202,67,42,206;;107,683574;107,683714;0,00014;-3,3E-05;0,000173;0,000206
13294;107,683714;192,168,80,187;202,67,42,206;;107,683714;107,683887;0,000173;3,1E-05;0,000142;0,000111
13295;107,683887;192,168,80,187;202,67,42,206;;107,683887;107,684029;0,000142;-8,4E-05;0,000226;0,00031
13296;107,684029;192,168,80,187;202,67,42,206;;107,684029;107,684255;0,000226;8E-05;0,000146;6,6E-05
13297;107,684255;192,168,80,187;202,67,42,206;;107,684255;107,684401;0,000146;-3E-05;0,000176;0,000206
13298;107,684401;192,168,80,187;202,67,42,206;;107,684401;107,684577;0,000176;7E-06;0,000169;0,000162
13299;107,684577;192,168,80,187;202,67,42,206;;107,684577;107,684746;0,000169;9E-06;0,00016;0,000151
13300;107,684746;192,168,80,187;202,67,42,206;;107,684746;107,684906;0,00016;2,8E-05;0,000132;0,000104
13301;107,684906;192,168,80,187;202,67,42,206;;107,684906;107,685038;0,000132;2E-06;0,00013;0,000128
13302;107,685038;192,168,80,187;202,67,42,206;;107,685038;107,685168;0,00013;-7E-06;0,000137;0,000144
13303;107,685168;192,168,80,187;202,67,42,206;;107,685168;107,685305;0,000137;-3E-06;0,00014;0,000143
13304;107,685305;192,168,80,187;202,67,42,206;;107,685305;107,685445;0,00014;2E-06;0,000138;0,000136
13305;107,685445;192,168,80,187;202,67,42,206;;107,685445;107,685583;0,000138;-8E-06;0,000146;0,000154
13306;107,685583;192,168,80,187;202,67,42,206;;107,685583;107,685729;0,000146;1,5E-05;0,000131;0,000116
13307;107,685729;192,168,80,187;202,67,42,206;;107,685729;107,685860;0,000131;-0,006725;0,006856;0,013581
13308;107,685860;192,168,80,187;202,67,42,206;;107,685860;107,692716;0,006856;-0,001524;0,00838;0,009904
13309;107,692716;192,168,80,187;202,67,42,206;;107,692716;107,701096;0,00838;0,008054;0,000326;-0,007728
13310;107,701096;202,67,42,206;192,168,80,187;;107,701096;107,701422;0,000326;-0,007682;0,008008;0,01569
13311;107,701422;192,168,80,187;202,67,42,206;;107,701422;107,709430;0,008008;-0,001085;0,009093;0,010178
13312;107,709430;202,67,42,206;192,168,80,187;;107,709430;107,718523;0,009093;0,00907;2,3E-05;-0,009047
13313;107,718523;202,67,42,206;192,168,80,187;;107,718523;107,718546;2,3E-05;1E-05;1,3E-05;3E-06
13314;107,718546;202,67,42,206;192,168,80,187;;107,718546;107,718559;1,3E-05;-0,000296;0,000309;0,000605
13315;107,718559;202,67,42,206;192,168,80,187;;107,718559;107,718868;0,000309;-0,000421;0,00073;0,001151
13316;107,718868;192,168,80,187;202,67,42,206;;107,718868;107,719598;0,00073;-0,130232;0,130962;0,261194
13317;107,719598;202,67,42,206;192,168,80,187;;107,719598;107,850560;0,130962;-3,979473;4,110435;8,089908
13318;107,850560;202,67,42,206;192,168,80,187;;107,850560;111,960995;4,110435;4,109961;0,000474;-4,109487
13319;111,960995;192,168,80,187;202,67,42,205;;111,960995;111,961469;0,000474;-2,7E-05;0,000501;0,000528
13320;111,961469;192,168,80,187;202,67,42,205;;111,961469;111,961970;0,000501;0,000388;0,000113;-0,000275
13321;111,961970;192,168,80,187;202,67,42,205;;111,961970;111,962083;0,000113;-0,126361;0,126474;0,252835
13322;111,962083;192,168,80,187;202,67,42,205;;111,962083;112,088557;0,126474;0,125347;0,001127;-0,12422
